candidate_id,rank,score,reasoning
CAND_0061156,16,0.6799351728936917,"Strong Match 
Strengths: 5.92y building production ML systems | 3.75y developing ranking systems | 3.75y in search and retrieval | product experience at Sarvam AI
Alignment: matched 3 required skills | within target experience range
Considerations: very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 Strong technical fit with a few manageable gaps."
CAND_0024147,17,0.6778497180935746,"Strong Match 
Strengths: 5.83y building production ML systems | 3.33y developing ranking systems | 3.33y in search and retrieval | product experience at Ola
Alignment: matched 3 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Strong technical fit with a few manageable gaps."
CAND_0054829,18,0.677077502908284,"Strong Match 
Strengths: 5.58y building production ML systems | 1.83y developing ranking systems | 1.83y in search and retrieval | product experience at BYJU'S
Alignment: matched 3 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Strong overall fit with only minor trade-offs."
CAND_0056262,19,0.6730832664564236,"Strong Match 
Strengths: 5.92y building production ML systems | 4.42y developing ranking systems | 4.42y in search and retrieval | product experience at Swiggy
Alignment: matched 3 required skills | within target experience range
Considerations: extended notice period (90d) | below-average recruiter engagement | no mention of eval metrics (NDCG/MAP)
 Worth progressing to technical interviews."
CAND_0072784,20,0.654588493308453,"Strong Match 
Strengths: 3.33y building production ML systems | product experience at Zoho
Alignment: matched 2 required skills
Considerations: slightly below preferred experience range (3.3y vs 5-9y) | extended notice period (90d) | no mention of eval metrics (NDCG/MAP)
 Recommended for further evaluation."
CAND_0022852,21,0.6509493741732252,"Strong Match 
Strengths: 5.33y building production ML systems | 1.58y developing ranking systems | 1.58y in search and retrieval | product experience at Zomato
Alignment: matched 3 required skills | within target experience range
Considerations: very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 Recommended for further evaluation."
CAND_0060054,22,0.6494239821538133,"Strong Match 
Strengths: 6.33y building production ML systems | 3.75y developing ranking systems | 4.58y in search and retrieval | hands-on experience with 2 vector database technologies | product experience at Mad Street Den
Alignment: matched 8 required skills | within target experience range
Considerations: no critical gaps
 Strong technical fit with a few manageable gaps."
CAND_0049978,23,0.6476092810229245,"Strong Match 
Strengths: 6.5y building production ML systems | 4.33y developing ranking systems | 4.33y in search and retrieval | product experience at Sarvam AI
Alignment: matched 3 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Recommended for further evaluation."
CAND_0058412,24,0.6406699145985195,"Strong Match 
Strengths: 6.5y building production ML systems | 4.17y developing ranking systems | 4.17y in search and retrieval | product experience at InMobi
Alignment: matched 3 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Strong overall fit with only minor trade-offs."
CAND_0082913,25,0.6386205892078024,"Strong Match 
Strengths: 5.42y building production ML systems | 5.42y developing ranking systems | 5.42y in search and retrieval | product experience at InMobi
Alignment: matched 3 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Strong technical fit with a few manageable gaps."
CAND_0079176,26,0.63307976332452,"Strong Match 
Strengths: 5.25y building production ML systems | 2.17y developing ranking systems | 2.17y in search and retrieval | product experience at Haptik
Alignment: matched 3 required skills | within target experience range
Considerations: very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 Worth progressing to technical interviews."
CAND_0097472,27,0.631423239417554,"Strong Match 
Strengths: 5.75y building production ML systems | 1.25y developing ranking systems | 1.25y in search and retrieval | product experience at Flipkart
Alignment: matched 3 required skills | within target experience range
Considerations: extended notice period (90d) | no mention of eval metrics (NDCG/MAP)
 Strong overall fit with only minor trade-offs."
CAND_0019845,28,0.626405931522997,"Strong Match 
Strengths: 3.33y building production ML systems | 2.08y developing ranking systems | 2.08y in search and retrieval | product experience at Zomato
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (3.3y vs 5-9y) | no mention of eval metrics (NDCG/MAP)
 Strong overall fit with only minor trade-offs."
CAND_0061175,29,0.6244716316620557,"Strong Match 
Strengths: 6.67y building production ML systems | 4.0y developing ranking systems | 4.0y in search and retrieval | product experience at Haptik
Alignment: matched 3 required skills | within target experience range
Considerations: very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 Worth progressing to technical interviews."
CAND_0055139,30,0.6193081690565627,"Strong Match 
Strengths: 6.75y building production ML systems | 3.5y developing ranking systems | 3.5y in search and retrieval | product experience at HCL
Alignment: matched 3 required skills | within target experience range
Considerations: very long notice period (120d) may delay hiring | below-average recruiter engagement | no mention of eval metrics (NDCG/MAP)
 Strong overall fit with only minor trade-offs."
CAND_0051486,31,0.6189010416401187,"Good Match 
Strengths: 5.83y building production ML systems | 5.83y developing ranking systems | 5.83y in search and retrieval | product experience at Aganitha
Alignment: matched 3 required skills | within target experience range
Considerations: very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 Suitable depending on team priorities."
CAND_0008628,32,0.6186558779356653,"Good Match 
Strengths: 3.17y building production ML systems | 2.5y developing ranking systems | 2.5y in search and retrieval | product experience at Ola
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (3.2y vs 5-9y) | no mention of eval metrics (NDCG/MAP)
 Suitable depending on team priorities."
CAND_0046525,33,0.6150025735170062,"Good Match 
Strengths: 2.08y developing ranking systems | 6.08y in search and retrieval | hands-on experience with 1 vector database technologies | product experience at Genpact AI
Alignment: matched 7 required skills | within target experience range
Considerations: no critical gaps
 Some gaps exist but the overall profile remains relevant."
CAND_0074123,34,0.6146884096926069,"Good Match 
Strengths: 6.83y building production ML systems | 2.58y developing ranking systems | 2.58y in search and retrieval | product experience at CRED
Alignment: matched 3 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Some gaps exist but the overall profile remains relevant."
CAND_0085557,35,0.6095881021202518,"Good Match 
Strengths: 3.08y building production ML systems | 3.08y developing ranking systems | 3.08y in search and retrieval | product experience at Rephrase.ai
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (3.1y vs 5-9y) | very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 Good alignment with the core requirements."
CAND_0076251,36,0.6081139049606994,"Good Match 
Strengths: 7.58y building production ML systems | 2.5y in search and retrieval | hands-on experience with 2 vector database technologies | product experience at Haptik
Alignment: matched 5 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Reasonable fit for the target role."
CAND_0098952,37,0.603290682898838,"Good Match 
Strengths: 5.42y building production ML systems | 3.58y developing ranking systems | 3.58y in search and retrieval | product experience at CRED
Alignment: matched 3 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Some gaps exist but the overall profile remains relevant."
CAND_0004848,38,0.6021628348371281,"Good Match 
Strengths: 5.58y building production ML systems | product experience at Freshworks
Alignment: matched 2 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Reasonable fit for the target role."
CAND_0069718,39,0.5962032090692061,"Good Match 
Strengths: 5.58y building production ML systems | product experience at Saarthi.ai
Alignment: matched 2 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Reasonable fit for the target role."
CAND_0065139,40,0.5921688695532378,"Good Match 
Strengths: 5.08y building production ML systems | product experience at Niramai
Alignment: matched 2 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Reasonable fit for the target role."
CAND_0013988,41,0.5902385318794878,"Good Match 
Strengths: 5.33y building production ML systems | 1.0y developing ranking systems | 1.0y in search and retrieval | product experience at Ola
Alignment: matched 3 required skills | within target experience range
Considerations: extended notice period (90d) | below-average recruiter engagement | no mention of eval metrics (NDCG/MAP)
 Some gaps exist but the overall profile remains relevant."
CAND_0033179,42,0.5861780447390906,"Good Match 
Strengths: 6.83y building production ML systems | 3.17y developing ranking systems | 3.17y in search and retrieval | product experience at Wipro
Alignment: matched 3 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Suitable depending on team priorities."
CAND_0005269,43,0.5846269860155913,"Good Match 
Strengths: 6.0y building production ML systems | product experience at Sarvam AI
Alignment: matched 2 required skills | within target experience range
Considerations: below-average recruiter engagement | no mention of eval metrics (NDCG/MAP)
 Reasonable fit for the target role."
CAND_0046313,44,0.5839421600860477,"Good Match 
Strengths: 5.75y building production ML systems | product experience at Flipkart
Alignment: matched 2 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Suitable depending on team priorities."
CAND_0082086,45,0.5824909653509749,"Good Match 
Strengths: 5.92y building production ML systems | product experience at Razorpay
Alignment: matched 2 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Suitable depending on team priorities."
CAND_0001930,46,0.5815196493509329,"Good Match 
Strengths: 6.75y building production ML systems | 5.5y developing ranking systems | 5.5y in search and retrieval | product experience at Dream11
Alignment: matched 3 required skills | within target experience range
Considerations: very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 Suitable depending on team priorities."
CAND_0072232,47,0.5802833558467396,"Good Match 
Strengths: 3.92y building production ML systems | 3.92y developing ranking systems | 3.92y in search and retrieval | product experience at Yellow.ai
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (3.9y vs 5-9y) | extended notice period (90d) | no mention of eval metrics (NDCG/MAP)
 Good alignment with the core requirements."
CAND_0048166,48,0.5790530748740856,"Good Match 
Strengths: 5.08y building production ML systems | 4.0y developing ranking systems | 4.0y in search and retrieval | product experience at Aganitha
Alignment: matched 3 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Some gaps exist but the overall profile remains relevant."
CAND_0093401,49,0.5751982727112908,"Good Match 
Strengths: 5.83y building production ML systems | product experience at Haptik
Alignment: matched 2 required skills | within target experience range
Considerations: very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 Reasonable fit for the target role."
CAND_0069638,50,0.5668397917465273,"Good Match 
Strengths: 6.08y building production ML systems | 5.25y developing ranking systems | 5.25y in search and retrieval | product experience at Swiggy
Alignment: matched 3 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Some gaps exist but the overall profile remains relevant."
CAND_0008425,51,0.5624948755230796,"Good Match 
Strengths: 7.67y building production ML systems | 5.58y developing ranking systems | 3.83y in search and retrieval | hands-on experience with 1 vector database technologies | product experience at Ola
Alignment: matched 5 required skills | matched 2 preferred skills | within target experience range
Considerations: extended notice period (90d)
 Some gaps exist but the overall profile remains relevant."
CAND_0000981,52,0.5543218111449832,"Good Match 
Strengths: 6.33y building production ML systems | 3.5y developing ranking systems | 3.5y in search and retrieval | product experience at Wysa
Alignment: matched 3 required skills | within target experience range
Considerations: very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 Good alignment with the core requirements."
CAND_0026362,53,0.5535289918407215,"Good Match 
Strengths: 4.92y building production ML systems | 3.83y developing ranking systems | 3.83y in search and retrieval | product experience at PhonePe
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (4.9y vs 5-9y) | no mention of eval metrics (NDCG/MAP)
 Some gaps exist but the overall profile remains relevant."
CAND_0094759,54,0.5528901736664648,"Good Match 
Strengths: 2.33y developing ranking systems | 8.42y in search and retrieval | hands-on experience with 1 vector database technologies | product experience at Meta
Alignment: matched 7 required skills | within target experience range
Considerations: very limited recruiter engagement
 Good alignment with the core requirements."
CAND_0012888,55,0.5502341787192753,"Good Match 
Strengths: 6.33y building production ML systems | 2.83y developing ranking systems | 2.83y in search and retrieval | product experience at Genpact AI
Alignment: matched 3 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Good alignment with the core requirements."
CAND_0067322,56,0.5462276473048749,"Good Match 
Strengths: 4.25y building production ML systems | 2.5y developing ranking systems | 2.5y in search and retrieval | product experience at Nykaa
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (4.2y vs 5-9y) | extended notice period (90d) | no mention of eval metrics (NDCG/MAP)
 Good alignment with the core requirements."
CAND_0043637,57,0.543810206684998,"Good Match 
Strengths: 5.42y building production ML systems | product experience at Rephrase.ai
Alignment: matched 2 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Good alignment with the core requirements."
CAND_0067403,58,0.537792204640784,"Good Match 
Strengths: 4.5y building production ML systems | 3.67y developing ranking systems | 3.67y in search and retrieval | product experience at Unacademy
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (4.5y vs 5-9y) | below-average recruiter engagement | no mention of eval metrics (NDCG/MAP)
 Good alignment with the core requirements."
CAND_0054271,59,0.5356807142493766,"Good Match 
Strengths: 5.75y building production ML systems | product experience at Verloop.io
Alignment: matched 2 required skills | within target experience range
Considerations: extended notice period (90d) | no mention of eval metrics (NDCG/MAP)
 Suitable depending on team priorities."
CAND_0074325,60,0.5342754974907891,"Good Match 
Strengths: 3.83y building production ML systems | 1.83y developing ranking systems | 1.83y in search and retrieval | product experience at Haptik
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (3.8y vs 5-9y) | no mention of eval metrics (NDCG/MAP)
 Reasonable fit for the target role."
CAND_0076995,61,0.5324136631169927,"Potential Match 
Strengths: 4.33y building production ML systems | 3.75y developing ranking systems | 3.75y in search and retrieval | product experience at Haptik
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (4.3y vs 5-9y) | extended notice period (90d) | no mention of eval metrics (NDCG/MAP)
 May suit adjacent roles better."
CAND_0037000,62,0.531861630793177,"Potential Match 
Strengths: 6.25y building production ML systems | 4.67y developing ranking systems | 0.67y in search and retrieval | hands-on experience with 1 vector database technologies | product experience at Unacademy
Alignment: matched 5 required skills | within target experience range
Considerations: no critical gaps
 Would benefit from deeper technical evaluation."
CAND_0014909,63,0.5315732335816244,"Potential Match 
Strengths: 4.75y building production ML systems | 3.58y developing ranking systems | 3.58y in search and retrieval | product experience at Niramai
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (4.8y vs 5-9y) | very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 May suit adjacent roles better."
CAND_0044222,64,0.5306751834304565,"Potential Match 
Strengths: 7.67y building production ML systems | 3.58y developing ranking systems | 4.08y in search and retrieval | hands-on experience with 2 vector database technologies | product experience at PolicyBazaar
Alignment: matched 6 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Several gaps should be validated during screening."
CAND_0041568,65,0.5276428556495458,"Potential Match 
Strengths: 5.08y building production ML systems | 3.92y developing ranking systems | 3.92y in search and retrieval | hands-on experience with 2 vector database technologies | product experience at Haptik
Alignment: matched 7 required skills | within target experience range
Considerations: extended notice period (90d)
 Would benefit from deeper technical evaluation."
CAND_0051310,66,0.5267897047890683,"Potential Match 
Strengths: 3.5y building production ML systems | product experience at Haptik
Alignment: matched 2 required skills
Considerations: slightly below preferred experience range (3.5y vs 5-9y) | very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 Would benefit from deeper technical evaluation."
CAND_0009236,67,0.5230167662926125,"Potential Match 
Strengths: 6.25y building production ML systems | 6.25y developing ranking systems | 6.25y in search and retrieval | product experience at Vedantu
Alignment: matched 3 required skills | within target experience range
Considerations: very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 Several gaps should be validated during screening."
CAND_0000273,68,0.5222242462025414,"Potential Match 
Strengths: 5.75y building production ML systems | 2.67y developing ranking systems | 2.67y in search and retrieval | product experience at BYJU'S
Alignment: matched 3 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 May suit adjacent roles better."
CAND_0044262,69,0.5220140623633093,"Potential Match 
Strengths: 6.75y building production ML systems | 3.0y developing ranking systems | 3.0y in search and retrieval | product experience at upGrad
Alignment: matched 3 required skills | within target experience range
Considerations: extended notice period (90d) | no mention of eval metrics (NDCG/MAP)
 Additional recruiter review is recommended."
CAND_0025046,70,0.5132699238974961,"Potential Match 
Strengths: 6.58y building production ML systems | product experience at Genpact AI
Alignment: matched 2 required skills | within target experience range
Considerations: extended notice period (90d) | no mention of eval metrics (NDCG/MAP)
 Several gaps should be validated during screening."
CAND_0077552,71,0.5130371305004592,"Potential Match 
Strengths: 3.33y building production ML systems | 3.33y developing ranking systems | 3.33y in search and retrieval
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (3.3y vs 5-9y) | no mention of eval metrics (NDCG/MAP)
 May suit adjacent roles better."
CAND_0070485,72,0.5123271677285132,"Potential Match 
Strengths: 6.33y building production ML systems | 4.17y developing ranking systems | 6.33y in search and retrieval | hands-on experience with 2 vector database technologies | product experience at Saarthi.ai
Alignment: matched 6 required skills | within target experience range
Considerations: very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 May suit adjacent roles better."
CAND_0016170,73,0.5106368448030187,"Potential Match 
Strengths: 6.75y building production ML systems | 3.67y developing ranking systems | 3.67y in search and retrieval | product experience at Dream11
Alignment: matched 3 required skills | within target experience range
Considerations: extended notice period (90d) | no mention of eval metrics (NDCG/MAP)
 Additional recruiter review is recommended."
CAND_0004402,74,0.5098668320188073,"Potential Match 
Strengths: 5.92y building production ML systems | 2.67y developing ranking systems | 2.67y in search and retrieval | product experience at Yellow.ai
Alignment: matched 3 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Several gaps should be validated during screening."
CAND_0030348,75,0.509342179059464,"Potential Match 
Strengths: 4.42y building production ML systems | 2.08y developing ranking systems | 4.42y in search and retrieval | hands-on experience with 2 vector database technologies | product experience at BYJU'S
Alignment: matched 8 required skills
Considerations: slightly below preferred experience range (4.4y vs 5-9y)
 May suit adjacent roles better."
CAND_0058152,76,0.5092486243381232,"Potential Match 
Strengths: 3.58y building production ML systems | 1.5y developing ranking systems | 1.5y in search and retrieval | product experience at Flipkart
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (3.6y vs 5-9y) | no mention of eval metrics (NDCG/MAP)
 May suit adjacent roles better."
CAND_0073620,77,0.5090398698468654,"Potential Match 
Strengths: 4.33y building production ML systems | 3.08y developing ranking systems | 3.08y in search and retrieval | product experience at TCS
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (4.3y vs 5-9y) | extended notice period (90d) | no mention of eval metrics (NDCG/MAP)
 Would benefit from deeper technical evaluation."
CAND_0013122,78,0.50881208455961,"Potential Match 
Strengths: 4.25y building production ML systems | 1.58y developing ranking systems | 1.58y in search and retrieval | product experience at Unacademy
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (4.2y vs 5-9y) | no mention of eval metrics (NDCG/MAP)
 Would benefit from deeper technical evaluation."
CAND_0096104,79,0.5077232043961153,"Potential Match 
Strengths: 6.92y building production ML systems | 3.83y developing ranking systems | 3.83y in search and retrieval | product experience at Yellow.ai
Alignment: matched 3 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Several gaps should be validated during screening."
CAND_0016267,80,0.49551385347378196,"Potential Match 
Strengths: 3.58y building production ML systems | 3.58y developing ranking systems | 3.58y in search and retrieval | product experience at Freshworks
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (3.6y vs 5-9y) | very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 Would benefit from deeper technical evaluation."
CAND_0064331,81,0.4948547498976775,"Potential Match 
Strengths: 4.08y building production ML systems | 1.33y developing ranking systems | 1.33y in search and retrieval | product experience at Swiggy
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (4.1y vs 5-9y) | no mention of eval metrics (NDCG/MAP)
 Several gaps should be validated during screening."
CAND_0045613,82,0.49239228368921273,"Potential Match 
Strengths: 4.92y building production ML systems | 2.83y developing ranking systems | 2.83y in search and retrieval | product experience at Saarthi.ai
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (4.9y vs 5-9y) | extended notice period (90d) | no mention of eval metrics (NDCG/MAP)
 Would benefit from deeper technical evaluation."
CAND_0099269,83,0.48515640407753796,"Potential Match 
Strengths: 5.42y building production ML systems | 2.08y developing ranking systems | 2.08y in search and retrieval | product experience at BYJU'S
Alignment: matched 3 required skills | within target experience range
Considerations: very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 Would benefit from deeper technical evaluation."
CAND_0023215,84,0.48511692631377107,"Potential Match 
Strengths: 4.33y building production ML systems | 2.33y developing ranking systems | 2.33y in search and retrieval | product experience at Verloop.io
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (4.3y vs 5-9y) | no mention of eval metrics (NDCG/MAP)
 Would benefit from deeper technical evaluation."
CAND_0021827,85,0.48404455144680403,"Potential Match 
Strengths: 4.33y building production ML systems | 1.25y developing ranking systems | 1.25y in search and retrieval | product experience at Unacademy
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (4.3y vs 5-9y) | extended notice period (90d) | no mention of eval metrics (NDCG/MAP)
 May suit adjacent roles better."
CAND_0087766,86,0.4837141083524546,"Potential Match 
Strengths: 5.0y building production ML systems | 2.58y developing ranking systems | 2.58y in search and retrieval | product experience at Flipkart
Alignment: matched 3 required skills | within target experience range
Considerations: very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 Would benefit from deeper technical evaluation."
CAND_0026410,87,0.4812867999111805,"Potential Match 
Strengths: 3.17y building production ML systems | 2.58y developing ranking systems | 2.58y in search and retrieval | product experience at Aganitha
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (3.2y vs 5-9y) | no mention of eval metrics (NDCG/MAP)
 Would benefit from deeper technical evaluation."
CAND_0020845,88,0.48034855587692066,"Potential Match 
Strengths: 6.92y building production ML systems | product experience at Swiggy
Alignment: matched 2 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Several gaps should be validated during screening."
CAND_0047521,89,0.4801879379027802,"Potential Match 
Strengths: 4.25y building production ML systems | 2.58y developing ranking systems | 2.58y in search and retrieval | product experience at HCL
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (4.2y vs 5-9y) | very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 May suit adjacent roles better."
CAND_0046278,90,0.47524226909183526,"Potential Match 
Strengths: 4.5y building production ML systems | 3.75y developing ranking systems | 3.75y in search and retrieval | product experience at Dream11
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (4.5y vs 5-9y) | no mention of eval metrics (NDCG/MAP)
 Additional recruiter review is recommended."
CAND_0025335,91,0.4735200558463578,"Potential Match 
Strengths: 6.5y building production ML systems | product experience at PolicyBazaar
Alignment: matched 2 required skills | within target experience range
Considerations: no mention of eval metrics (NDCG/MAP)
 Would benefit from deeper technical evaluation."
CAND_0028908,92,0.47314064641221054,"Potential Match 
Strengths: 3.08y building production ML systems | 3.08y developing ranking systems | 3.08y in search and retrieval | product experience at Sarvam AI
Alignment: matched 3 required skills
Considerations: slightly below preferred experience range (3.1y vs 5-9y) | very long notice period (120d) may delay hiring | no mention of eval metrics (NDCG/MAP)
 Several gaps should be validated during screening."
CAND_0089829,93,0.4720011445362394,"Potential Match 
Strengths: 4.17y building production ML systems | product experience at Swiggy
Alignment: matched 2 required skills
Considerations: slightly below preferred experience range (4.2y vs 5-9y) | below-average recruiter engagement | no mention of eval metrics (NDCG/MAP)
 Several gaps should be validated during screening."
